Timestamp,What program are you in currently?,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?,What is your gender? Your answer will only be used for data collection purposes.
2016/11/08 2:40:55 PM EST,Nanotechnology Engineering,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes,Male
2016/11/08 2:52:11 PM EST,Nanotechnology Engineering,4,No,Research,Penicillin,"Elon Musk, Founder of Tesla",In an office,Formal,Work for a small company,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,Computers,Yes,Male
2016/11/08 3:24:15 PM EST,Nanotechnology Engineering,2,No,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Write,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Business Processes,Yes,Male
2016/11/08 3:31:31 PM EST,Nanotechnology Engineering,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Life Science,People,Yes,Male
2016/11/08 3:37:26 PM EST,Nanotechnology Engineering,4,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Machinery,Yes,Male
2016/11/08 3:39:23 PM EST,Nanotechnology Engineering,4,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,Yes,Male
2016/11/08 4:06:30 PM EST,Nanotechnology Engineering,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Life Science,People,No,Female
2016/11/08 7:12:39 PM EST,Nanotechnology Engineering,4,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes,Male
2016/11/08 7:29:17 PM EST,Nanotechnology Engineering,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Machinery,Yes,Female
2016/11/08 7:52:41 PM EST,Nanotechnology Engineering,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes,Male
2016/11/08 10:50:33 PM EST,Nanotechnology Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/09 8:56:24 AM EST,Nanotechnology Engineering,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes,Male
2016/11/09 11:03:01 AM EST,Nanotechnology Engineering,2,Yes,Research,The Internet,"Mark Zuckerberg, Founder of Facebook",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,People,Yes,Male
2016/11/09 3:35:46 PM EST,Nanotechnology Engineering,3,Yes,Manufacturing,Solar Panels,"David Suzuki, Environmental Activist",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes,Male
2016/11/07 12:32:36 PM EST,Software Engineering,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/07 12:36:00 PM EST,Software Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,No,Male
2016/11/07 1:09:49 PM EST,Software Engineering,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,Yes,Male
2016/11/07 1:59:04 PM EST,Software Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Female
2016/11/07 2:12:02 PM EST,Software Engineering,Alumni,Yes,Software Development,The Internet,"Warren Buffett, Billionaire American Business Men",In the outdoors,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Write,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,People,Yes,Male
2016/11/07 2:32:22 PM EST,Software Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 4:53:12 PM EST,Software Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/07 5:56:25 PM EST,Software Engineering,Alumni,No,Construction,Penicillin,"David Suzuki, Environmental Activist",In the outdoors,Protective Clothing,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By talking to the people who use the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,Today,A factory that is able to 100% rely on robotics while producing no defected products,Life Science,Business Processes,No,I choose not to specify
2016/11/07 6:29:14 PM EST,Software Engineering,1,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Female
2016/11/07 7:28:45 PM EST,Software Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/07 7:51:03 PM EST,Software Engineering,Alumni,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Male
2016/11/07 9:25:03 PM EST,Software Engineering,Alumni,No,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 10:27:32 PM EST,Software Engineering,2,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes,Male
2016/11/07 10:28:22 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 10:29:12 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/07 10:30:40 PM EST,Software Engineering,2,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes,Male
2016/11/07 10:31:34 PM EST,Software Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,No,Male
2016/11/07 10:34:21 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Formal,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 10:36:06 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Focused team,Continuously change and update requirements as you go,Environment,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,No,Male
2016/11/07 10:37:02 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes,Male
2016/11/07 10:38:22 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Focused team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,Yes,Male
2016/11/07 10:40:03 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Read,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Male
2016/11/07 10:43:28 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Graphs and charts,By talking to the people who use the system,Listen,Focused team,Continuously change and update requirements as you go,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes,Male
2016/11/07 10:44:10 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/07 10:47:15 PM EST,Software Engineering,1,No,Finance,Solar Panels,"Mark Zuckerberg, Founder of Facebook",In a laboratory,Protective Clothing,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A factory that is able to 100% rely on robotics while producing no defected products,Physics,People,Yes,Female
2016/11/07 10:51:06 PM EST,Software Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 10:52:33 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes,Male
2016/11/07 10:54:10 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Read,Focused team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,Yes,Male
2016/11/07 10:55:24 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/07 11:04:41 PM EST,Software Engineering,2,Yes,Software Development,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,I choose not to specify
2016/11/07 11:11:48 PM EST,Software Engineering,1,Yes,Software Development,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Male
2016/11/07 11:13:20 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Read,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Male
2016/11/07 11:13:33 PM EST,Software Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Read,Focused team,Know all the requirements for the project at the beginning,Human Rights,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No,Female
2016/11/07 11:14:18 PM EST,Software Engineering,1,Yes,Software Development,Penicillin,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Female
2016/11/07 11:18:40 PM EST,Software Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Focused team,Continuously change and update requirements as you go,Human Rights,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 11:27:26 PM EST,Software Engineering,1,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Math,People,No,Female
2016/11/07 11:35:04 PM EST,Software Engineering,1,No,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 11:42:23 PM EST,Software Engineering,1,Yes,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In a laboratory,Formal,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the internal components of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Computers,No,Male
2016/11/07 11:49:11 PM EST,Software Engineering,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Read,Focused team,Continuously change and update requirements as you go,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes,Male
2016/11/07 11:52:45 PM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Formal,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Female
2016/11/08 12:18:02 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/08 12:37:13 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In the outdoors,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Focused team,Continuously change and update requirements as you go,Human Rights,A week from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,Computers,No,I choose not to specify
2016/11/08 12:40:31 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Write,Focused team,Know all the requirements for the project at the beginning,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Male
2016/11/08 12:55:01 AM EST,Software Engineering,1,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In a laboratory,Formal,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes,Male
2016/11/08 2:14:36 AM EST,Software Engineering,1,Yes,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes,Male
2016/11/08 9:40:28 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Write,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,No,Male
2016/11/08 9:41:04 AM EST,Software Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/08 9:41:06 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No,Male
2016/11/08 9:41:15 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,No,Male
2016/11/08 9:41:19 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Listen,Focused team,Continuously change and update requirements as you go,Health,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/08 9:41:27 AM EST,Software Engineering,2,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Male
2016/11/08 9:43:25 AM EST,Software Engineering,3,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Read,Focused team,Continuously change and update requirements as you go,Health,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No,Male
2016/11/08 9:44:22 AM EST,Software Engineering,2,Yes,Software Development,The Internet,"Warren Buffett, Billionaire American Business Men",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,Computers,Yes,Male
2016/11/08 9:44:31 AM EST,Software Engineering,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the internal components of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Female
